epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,3894.79,1.37638,0.79881,1.29679,0.74263,0.75446,0.6887,0.2802,1.97201,1.13097,1.70048,0.000682891,0.000682891,0.000682891
43,3987.06,1.38634,0.77945,1.29247,0.70889,0.76375,0.70453,0.3004,1.84621,1.0513,1.59652,0.000675156,0.000675156,0.000675156
44,4079.41,1.35719,0.76119,1.29838,0.69033,0.72221,0.64672,0.24847,1.97044,1.23379,1.67412,0.000667422,0.000667422,0.000667422
45,4171.75,1.35891,0.80024,1.28665,0.78167,0.7715,0.75119,0.30453,1.87898,0.91098,1.60928,0.000659688,0.000659688,0.000659688
46,4264.18,1.35721,0.77138,1.27116,0.83854,0.8071,0.80557,0.36562,1.74357,0.84077,1.51432,0.000651953,0.000651953,0.000651953
47,4356.41,1.33285,0.75512,1.27041,0.67995,0.70556,0.62961,0.26583,1.94628,1.15865,1.68927,0.000644219,0.000644219,0.000644219
48,4449.74,1.33773,0.76413,1.26104,0.70555,0.73041,0.65897,0.28718,1.90638,1.12566,1.62263,0.000636484,0.000636484,0.000636484
49,4543.2,1.34547,0.76912,1.27178,0.73291,0.73757,0.68485,0.30759,1.85872,1.07308,1.60818,0.00062875,0.00062875,0.00062875
50,4635.64,1.31968,0.74761,1.25365,0.82067,0.80805,0.80522,0.35569,1.80916,0.85616,1.59785,0.000621016,0.000621016,0.000621016
51,4727.76,1.3073,0.76144,1.25442,0.82215,0.82242,0.79838,0.35432,1.74452,0.95909,1.53592,0.000613281,0.000613281,0.000613281
52,4820.13,1.30344,0.7431,1.26837,0.86403,0.85959,0.85941,0.39622,1.70861,0.819,1.53516,0.000605547,0.000605547,0.000605547
53,4912.86,1.30551,0.72284,1.24967,0.69968,0.72784,0.66167,0.2952,1.8745,1.18138,1.62872,0.000597812,0.000597812,0.000597812
54,5005.29,1.30791,0.72264,1.25719,0.69606,0.72167,0.63181,0.27179,1.92158,1.28705,1.70007,0.000590078,0.000590078,0.000590078
55,5097.68,1.30628,0.71896,1.23232,0.80461,0.81849,0.81113,0.3643,1.71706,0.95605,1.55285,0.000582344,0.000582344,0.000582344
56,5190.63,1.29372,0.72197,1.24551,0.75404,0.75067,0.70121,0.29498,1.90936,1.05954,1.63789,0.000574609,0.000574609,0.000574609
57,5283.1,1.27485,0.7076,1.2481,0.76474,0.77453,0.72666,0.32791,1.71677,1.01047,1.54206,0.000566875,0.000566875,0.000566875
58,5375.69,1.28891,0.70361,1.23921,0.73553,0.77365,0.70467,0.30103,1.82342,1.14185,1.61974,0.000559141,0.000559141,0.000559141
59,5468.1,1.28442,0.7111,1.22157,0.81705,0.80308,0.78492,0.36129,1.72061,0.88771,1.54861,0.000551406,0.000551406,0.000551406
60,5560.56,1.267,0.7182,1.22072,0.76669,0.78785,0.72589,0.33683,1.75447,1.05209,1.58103,0.000543672,0.000543672,0.000543672
61,5652.93,1.24023,0.68624,1.2285,0.77355,0.78381,0.75746,0.33614,1.83551,0.89736,1.63303,0.000535937,0.000535937,0.000535937
62,5745.37,1.27235,0.70235,1.23141,0.76302,0.77743,0.72924,0.32704,1.82486,0.9554,1.59572,0.000528203,0.000528203,0.000528203
63,5837.6,1.26246,0.69698,1.20786,0.81833,0.79889,0.78549,0.37438,1.71517,0.88571,1.5456,0.000520469,0.000520469,0.000520469
64,5930.13,1.2513,0.67985,1.24692,0.72612,0.75746,0.68594,0.31455,1.86976,1.00119,1.64471,0.000512734,0.000512734,0.000512734
65,6022.53,1.22511,0.66724,1.21046,0.79386,0.79679,0.75035,0.36189,1.71347,0.96689,1.54046,0.000505,0.000505,0.000505
66,6115.46,1.24789,0.68063,1.20774,0.80339,0.81641,0.77711,0.34533,1.75159,0.97615,1.57186,0.000497266,0.000497266,0.000497266
67,6208.33,1.23598,0.67661,1.20943,0.73938,0.7621,0.69606,0.32493,1.84254,1.08606,1.61202,0.000489531,0.000489531,0.000489531
68,6300.75,1.2251,0.66403,1.19468,0.74496,0.77598,0.71663,0.32765,1.75024,1.0557,1.5629,0.000481797,0.000481797,0.000481797
69,6393.58,1.22186,0.66468,1.19363,0.77745,0.79776,0.74077,0.34697,1.72999,0.92541,1.52572,0.000474062,0.000474062,0.000474062
70,6487.32,1.20462,0.65456,1.18224,0.77989,0.79116,0.72897,0.3354,1.76884,0.90354,1.56796,0.000466328,0.000466328,0.000466328
71,6581.75,1.20114,0.64557,1.18165,0.82253,0.81157,0.79104,0.37433,1.68409,0.86047,1.51567,0.000458594,0.000458594,0.000458594
72,6672.74,1.17847,0.62697,1.18385,0.76383,0.77721,0.73181,0.35371,1.75405,1.02682,1.59131,0.000450859,0.000450859,0.000450859
73,6763.27,1.19171,0.64589,1.18902,0.77442,0.77904,0.73934,0.34842,1.79944,0.98379,1.62803,0.000443125,0.000443125,0.000443125
74,6854.85,1.18533,0.64475,1.16889,0.82029,0.82064,0.80632,0.41815,1.61504,0.73761,1.45201,0.000435391,0.000435391,0.000435391
75,6946.67,1.21571,0.64065,1.17635,0.70154,0.73488,0.65568,0.28895,1.95476,1.17896,1.74089,0.000427656,0.000427656,0.000427656
76,7038.3,1.19312,0.62991,1.16519,0.80611,0.81461,0.77773,0.37232,1.70939,0.83113,1.55246,0.000419922,0.000419922,0.000419922
77,7129.94,1.15058,0.60287,1.15686,0.82577,0.82392,0.81504,0.39372,1.70353,0.77838,1.55357,0.000412188,0.000412188,0.000412188
78,7223.97,1.18146,0.62892,1.17009,0.75587,0.78189,0.71996,0.34236,1.74882,0.99723,1.5817,0.000404453,0.000404453,0.000404453
79,7314.65,1.16243,0.61296,1.14907,0.76836,0.78192,0.72909,0.33692,1.84537,1.03005,1.67313,0.000396719,0.000396719,0.000396719
80,7409.52,1.14235,0.59968,1.16421,0.79525,0.81341,0.7748,0.37106,1.74732,0.92991,1.58129,0.000388984,0.000388984,0.000388984
81,7505.36,1.14521,0.60361,1.16186,0.75541,0.78286,0.71095,0.3289,1.84522,1.03536,1.67518,0.00038125,0.00038125,0.00038125
82,7598.76,1.11125,0.57572,1.15409,0.73006,0.75869,0.68593,0.32398,1.85594,1.05484,1.68054,0.000373516,0.000373516,0.000373516
83,7688.46,1.15499,0.60994,1.15182,0.77192,0.79167,0.7384,0.34305,1.81578,0.94211,1.68559,0.000365781,0.000365781,0.000365781
84,7777.31,1.13952,0.59817,1.13954,0.76673,0.77598,0.72652,0.33875,1.82307,0.95383,1.67083,0.000358047,0.000358047,0.000358047
85,7866.08,1.14109,0.598,1.15031,0.79721,0.81108,0.7688,0.37106,1.72138,0.87864,1.5821,0.000350313,0.000350313,0.000350313
86,7954.86,1.12996,0.59879,1.13693,0.72249,0.7469,0.67105,0.32128,1.85145,1.10248,1.6791,0.000342578,0.000342578,0.000342578
87,8043.4,1.12869,0.59335,1.14447,0.77356,0.77258,0.72854,0.34615,1.79668,0.98694,1.61909,0.000334844,0.000334844,0.000334844
88,8134.17,1.09511,0.56878,1.12848,0.79334,0.7915,0.75806,0.36165,1.76376,0.91586,1.62237,0.000327109,0.000327109,0.000327109
89,8225.89,1.11366,0.56939,1.13295,0.73686,0.75791,0.69519,0.31647,1.91347,1.11014,1.76306,0.000319375,0.000319375,0.000319375
90,8317.52,1.10979,0.57614,1.12944,0.72702,0.75496,0.67987,0.32067,1.89808,1.11328,1.7269,0.000311641,0.000311641,0.000311641
91,8408.9,1.09631,0.55776,1.1201,0.74166,0.75204,0.68531,0.32148,1.95101,1.10679,1.81,0.000303906,0.000303906,0.000303906
92,8500.48,1.09872,0.5722,1.13617,0.76773,0.77113,0.70745,0.32916,1.84844,1.06625,1.70991,0.000296172,0.000296172,0.000296172
93,8592.09,1.07299,0.56003,1.12105,0.79801,0.79549,0.76241,0.35512,1.78426,0.92154,1.6481,0.000288438,0.000288438,0.000288438
94,8683.72,1.07577,0.56194,1.13798,0.75243,0.76477,0.70248,0.32984,1.90025,1.04088,1.74531,0.000280703,0.000280703,0.000280703
95,8775.06,1.08527,0.55161,1.11181,0.74102,0.75595,0.68075,0.30541,2.03874,1.13388,1.92821,0.000272969,0.000272969,0.000272969
96,8867.41,1.07733,0.55659,1.10971,0.74477,0.76621,0.6962,0.3216,2.0045,1.07192,1.86782,0.000265234,0.000265234,0.000265234
97,8959.17,1.04143,0.5402,1.10874,0.80023,0.82263,0.76721,0.36369,1.78593,0.88845,1.68605,0.0002575,0.0002575,0.0002575
98,9050.93,1.07613,0.55583,1.11845,0.74277,0.76181,0.70227,0.34029,1.80522,0.99608,1.67991,0.000249766,0.000249766,0.000249766
99,9142.4,1.04138,0.53114,1.1095,0.75054,0.75714,0.69657,0.32928,1.94608,1.14012,1.80586,0.000242031,0.000242031,0.000242031
100,9234.23,1.06569,0.54665,1.11385,0.77415,0.78335,0.73223,0.34181,1.84487,0.99415,1.72497,0.000234297,0.000234297,0.000234297
101,9325.87,1.02217,0.52521,1.10723,0.78274,0.80674,0.75461,0.36607,1.78768,0.9379,1.68325,0.000226563,0.000226563,0.000226563
102,9417.58,1.02961,0.52391,1.09565,0.76732,0.78637,0.72716,0.34505,1.80453,0.99801,1.6684,0.000218828,0.000218828,0.000218828
103,9509.02,1.02837,0.52648,1.08967,0.77725,0.77944,0.7241,0.34426,1.86134,1.01031,1.77494,0.000211094,0.000211094,0.000211094
104,9600.71,1.00775,0.51266,1.09509,0.79092,0.79533,0.74904,0.35461,1.83262,0.95474,1.72152,0.000203359,0.000203359,0.000203359
105,9692.4,1.02947,0.52588,1.10094,0.77151,0.78335,0.71748,0.34724,1.8792,0.99138,1.78579,0.000195625,0.000195625,0.000195625
106,9783.97,1.03086,0.52774,1.09365,0.78806,0.80143,0.74031,0.35666,1.80651,0.92748,1.69067,0.000187891,0.000187891,0.000187891
